,type,true_entropy,seed,n_components,KNIFE_train_losses,KNIFE_val_losses,REMEDI_train_losses,REMEDI_val_losses
4,triangle_8d_varcomps_network,2.585186162801395,0,1,"[7.97227841 6.38403596 5.73619045 5.65470262 5.6544205  5.65467498
 5.6543053  5.65439611 5.65469779 5.65459109 5.65458795 5.65458958
 5.65443718 5.6546416  5.65468251 5.65459848 5.6544517  5.65430129
 5.65451428 5.65435622 5.65459682 5.65444375 5.65448167 5.65457764
 5.65468591 5.65458601 5.65433707 5.65440956 5.65436822 5.65483279
 5.65429602 5.65460613 5.65467022 5.65457521 5.65467547 5.65448229
 5.65444505 5.65460922 5.65444018 5.65435089 5.65455428 5.65462431
 5.65440701 5.65443665 5.65455207 5.65448784 5.65450762 5.65436538
 5.65470091 5.65443265 5.6544669  5.65432346 5.65444134 5.65447531
 5.65442005 5.65449093 5.65429659 5.65460163 5.6547016  5.65469584
 5.65474981 5.65452932 5.65476872 5.65466177 5.65481263 5.65432628
 5.65454774 5.6545777  5.65454643 5.65439375 5.6547988  5.65447989
 5.65421827 5.65485577 5.65459794 5.6547552  5.65444451 5.65425567
 5.65478834 5.65431523 5.65425644 5.65455145 5.65464634 5.65458197
 5.65432271 5.65453025 5.65461916 5.65457179 5.65477317 5.6544623
 5.6545002  5.65465451 5.65481737 5.65438432 5.6545544  5.65438117
 5.65437376 5.65465815 5.65458404 5.65428783]","[6.88094036 5.96167718 5.66350768 5.66160057 5.66088852 5.66076469
 5.66081658 5.66102759 5.66103682 5.6618678  5.66070383 5.66114505
 5.66118097 5.66111415 5.66129769 5.66052938 5.66190502 5.66045648
 5.66153609 5.6610157  5.66097042 5.66113079 5.66156272 5.66170871
 5.6609848  5.66129338 5.66120786 5.66088151 5.6614429  5.66096636
 5.6614708  5.66138587 5.66138266 5.66138288 5.6611187  5.66148836
 5.66102542 5.66103994 5.66105407 5.66171929 5.66108115 5.66122606
 5.66086805 5.66131117 5.66121821 5.66147771 5.66132193 5.660494
 5.66101365 5.66143369 5.66057776 5.66143048 5.66185333 5.66169296
 5.66129807 5.66076792 5.66109236 5.66104125 5.66096452 5.66114866
 5.66164898 5.66155971 5.66123081 5.66115533 5.66070526 5.66131209
 5.66180553 5.66116809 5.66146865 5.66165492 5.66077072 5.66106772
 5.66086453 5.66123982 5.66154332 5.66098552 5.66074113 5.66128113
 5.66128697 5.66088056 5.66174167 5.66111549 5.6608219  5.66168689
 5.66168428 5.66131774 5.66114909 5.6613287  5.66114015 5.66115231
 5.66109404 5.6611611  5.66101444 5.66149168 5.66054808 5.66188431
 5.66118125 5.66076886 5.66081935 5.66141276]","[5.42466443 4.71823454 4.33655952 4.19144637 4.04845675 3.94440304
 3.88470442 3.89500671 3.77183762 3.81580727 3.7855993  3.76008851
 3.69850562 3.67443868 3.56168691 3.5828803  3.56338605 3.50789691
 3.47453248 3.3990831  3.44355947 3.39498868 3.32680309 3.3429997
 3.44762418 3.36721051 3.3736696  3.26330341 3.33496284 3.29608243
 3.27224058 3.31357854 3.29119036 3.22518775 3.33789877 3.22932381
 3.34503029 3.28435687 3.2630106  3.23661484 3.2661142  3.28994768
 3.24401996 3.29610757 3.28237295 3.21104857 3.23287634 3.23526142
 3.28056533 3.20212752 3.24884788 3.23273177 3.19822733 3.32396482
 3.22240554 3.20227321 3.29816146 3.28308447 3.19600551 3.21665061
 3.22576553 3.25482052 3.29291858 3.17966467 3.26080216 3.20027072
 3.22538697 3.20793902 3.18334728 3.27167151 3.28366943 3.23806082
 3.2083884  3.17917214 3.24235408 3.17918512 3.20531994 3.1914099
 3.30989889 3.18886013 3.19472341 3.18378029 3.24589073 3.20931521
 3.22913712 3.22615387 3.19061655 3.15831358 3.19533599 3.19193506
 3.22865268 3.16969174 3.14796779 3.17090404 3.23335323 3.16675861
 3.19960846 3.19328171 3.20483981 3.16713485 3.23203302 3.19133085
 3.17038828 3.19759706 3.20586697 3.22800573 3.18889704 3.16535285
 3.21375031 3.17645177 3.14810512 3.20912703 3.16809711 3.28420982
 3.17352864 3.1688046  3.10482763 3.19136349 3.26414369 3.21355826
 3.13223434 3.1570267  3.16648547 3.18769647 3.21537116 3.21196294
 3.1330698  3.18000944 3.19163915 3.16972599 3.20266088 3.14727102
 3.17912992 3.15292842 3.16402653 3.13131987 3.12701991 3.24021366
 3.14276783 3.15471045 3.18050353 3.19153448 3.14495125 3.22944616
 3.15360096 3.16056745 3.13389995 3.16305073 3.15033341 3.13635515
 3.1597794  3.12010985 3.17935716 3.13642633 3.14885043 3.24490317
 3.16106346 3.10951692 3.17763463 3.14492061 3.12876493 3.14464305
 3.15976791 3.10241746 3.17704082 3.18767512 3.12965774 3.16464339
 3.15764057 3.12014233 3.16885448 3.12248862 3.15287586 3.17250619
 3.19976405 3.1177423  3.16950662 3.09593902 3.10663099 3.15643701
 3.16776979 3.16205326 3.10158206 3.1558512  3.14263703 3.11845763
 3.12625635 3.11782374 3.10360081 3.13559714 3.14618894 3.18156699
 3.13532743 3.09291962 3.15980021 3.13133876 3.11327006 3.12567476
 3.17032169 3.08005598]","[5.03354978 4.50043652 4.43735033 4.06232505 4.06582656 3.97753384
 3.92660842 3.84803069 3.83529981 3.80478871 3.7633738  3.73852685
 3.68437807 3.6235463  3.53462326 3.49170786 3.49486961 3.51372067
 3.4303851  3.42471166 3.52949104 3.37224638 3.30666661 3.37998879
 3.70192046 3.45976123 3.27257612 3.39409568 3.34405146 3.27547742
 3.30585721 3.46241101 3.25664333 3.28107671 3.38990339 3.36147006
 3.28668109 3.31162706 3.29546739 3.38772773 3.31952053 3.32743052
 3.24096819 3.32260724 3.33408569 3.27784241 3.25960681 3.31009932
 3.20463442 3.2520974  3.26688325 3.25362134 3.24788852 3.24750004
 3.21763562 3.29029419 3.46649908 3.25848412 3.34913554 3.22405123
 3.27943241 3.50034321 3.27860915 3.24144879 3.31822703 3.32326537
 3.19374531 3.22123683 3.39108736 3.37721621 3.24651924 3.21842725
 3.24410206 3.29566245 3.28820255 3.28542818 3.24389889 3.40330442
 3.20919932 3.21921214 3.17484604 3.21172495 3.27426262 3.2838071
 3.2313451  3.22785654 3.25312519 3.28119864 3.23869127 3.25931794
 3.22643203 3.23287258 3.26098838 3.25309802 3.18429872 3.25963089
 3.27972609 3.29615048 3.24611989 3.22807687 3.19767361 3.18586659
 3.17962028 3.26209952 3.20016586 3.25495105 3.24183895 3.21497643
 3.2900675  3.20323398 3.18116348 3.24805155 3.27085112 3.25084466
 3.21853377 3.16278388 3.2877065  3.18001121 3.31678041 3.21535083
 3.25395674 3.21749739 3.22843521 3.16632125 3.16445476 3.18266373
 3.20434539 3.172163   3.24504763 3.19429736 3.175728   3.26742741
 3.2427097  3.20010437 3.20697951 3.23690763 3.26183221 3.1862856
 3.17478746 3.18371751 3.19602509 3.1615891  3.37311894 3.22474974
 3.17124296 3.168174   3.23811639 3.21216939 3.17004821 3.22003587
 3.21897429 3.1607813  3.18111909 3.28758865 3.37110072 3.24491833
 3.19146371 3.18316813 3.15220672 3.17210071 3.19210605 3.17534116
 3.16560058 3.34296642 3.20690432 3.12834269 3.22350939 3.18590393
 3.12949491 3.2056244  3.18530827 3.20179997 3.25925039 3.17525992
 3.20914423 3.18144328 3.2001989  3.15058285 3.24574125 3.15221015
 3.21933464 3.26683787 3.22683916 3.12624631 3.19518028 3.21772405
 3.16780219 3.1663044  3.21143531 3.19716565 3.29257927 3.16679295
 3.21504833 3.19301356 3.14680957 3.12540133 3.17884378 3.2184362
 3.18164907 3.19459195]"
10,triangle_8d_varcomps,2.585186162801395,0,1,"[7.97227841 6.38403596 5.73619045 5.65470262 5.6544205  5.65467498
 5.6543053  5.65439611 5.65469779 5.65459109 5.65458795 5.65458958
 5.65443718 5.6546416  5.65468251 5.65459848 5.6544517  5.65430129
 5.65451428 5.65435622 5.65459682 5.65444375 5.65448167 5.65457764
 5.65468591 5.65458601 5.65433707 5.65440956 5.65436822 5.65483279
 5.65429602 5.65460613 5.65467022 5.65457521 5.65467547 5.65448229
 5.65444505 5.65460922 5.65444018 5.65435089 5.65455428 5.65462431
 5.65440701 5.65443665 5.65455207 5.65448784 5.65450762 5.65436538
 5.65470091 5.65443265 5.6544669  5.65432346 5.65444134 5.65447531
 5.65442005 5.65449093 5.65429659 5.65460163 5.6547016  5.65469584
 5.65474981 5.65452932 5.65476872 5.65466177 5.65481263 5.65432628
 5.65454774 5.6545777  5.65454643 5.65439375 5.6547988  5.65447989
 5.65421827 5.65485577 5.65459794 5.6547552  5.65444451 5.65425567
 5.65478834 5.65431523 5.65425644 5.65455145 5.65464634 5.65458197
 5.65432271 5.65453025 5.65461916 5.65457179 5.65477317 5.6544623
 5.6545002  5.65465451 5.65481737 5.65438432 5.6545544  5.65438117
 5.65437376 5.65465815 5.65458404 5.65428783]","[6.88094036 5.96167718 5.66350768 5.66160057 5.66088852 5.66076469
 5.66081658 5.66102759 5.66103682 5.6618678  5.66070383 5.66114505
 5.66118097 5.66111415 5.66129769 5.66052938 5.66190502 5.66045648
 5.66153609 5.6610157  5.66097042 5.66113079 5.66156272 5.66170871
 5.6609848  5.66129338 5.66120786 5.66088151 5.6614429  5.66096636
 5.6614708  5.66138587 5.66138266 5.66138288 5.6611187  5.66148836
 5.66102542 5.66103994 5.66105407 5.66171929 5.66108115 5.66122606
 5.66086805 5.66131117 5.66121821 5.66147771 5.66132193 5.660494
 5.66101365 5.66143369 5.66057776 5.66143048 5.66185333 5.66169296
 5.66129807 5.66076792 5.66109236 5.66104125 5.66096452 5.66114866
 5.66164898 5.66155971 5.66123081 5.66115533 5.66070526 5.66131209
 5.66180553 5.66116809 5.66146865 5.66165492 5.66077072 5.66106772
 5.66086453 5.66123982 5.66154332 5.66098552 5.66074113 5.66128113
 5.66128697 5.66088056 5.66174167 5.66111549 5.6608219  5.66168689
 5.66168428 5.66131774 5.66114909 5.6613287  5.66114015 5.66115231
 5.66109404 5.6611611  5.66101444 5.66149168 5.66054808 5.66188431
 5.66118125 5.66076886 5.66081935 5.66141276]",[],[]
13,ball_8d_varcomps,4.440892098500625e-16,0,1,"[6.38108056 3.7118042  1.88065708 0.99584005 0.76642083 0.74117953
 0.73937444 0.7394024  0.73957377 0.73931736 0.73982285 0.73945104
 0.73965152 0.73961061 0.7395966  0.7396538  0.73957463 0.73938218
 0.73965355 0.73976304 0.73967687 0.73966327 0.73967872 0.73985751
 0.73944196 0.73956038 0.73946224 0.7396391  0.73939076 0.73975751
 0.73955649 0.73931807 0.73929692 0.73957459 0.73952979 0.73960683
 0.73994204 0.7395084  0.73943994 0.73968377 0.73961845 0.73971282
 0.73961224 0.73954102 0.73944528 0.73969771 0.73958731 0.73982469
 0.73959228 0.73972212 0.73963816 0.7396205  0.7393678  0.73943885
 0.73921968 0.73975959 0.73958357 0.73971188 0.73970758 0.73955118
 0.73949721 0.73938967 0.73949641 0.73964295 0.73957126 0.7395895
 0.73955155 0.7397141  0.7396501  0.7392413  0.73949705 0.7394887
 0.73969046 0.7398244  0.73950221 0.73975343 0.73951857 0.73976498
 0.739564   0.7393941  0.73964345 0.73948221 0.73964791 0.73965962
 0.73974804 0.73954003 0.73972001 0.73956273 0.73963079 0.73940043
 0.7396621  0.73955846 0.73987573 0.73957635 0.73949217 0.73969654
 0.7394651  0.73927334 0.73951228 0.74006679 0.73932873 0.73959957
 0.739754   0.73912713 0.73933087 0.73961102 0.7394948  0.73950459
 0.73952233 0.73948117 0.73934851 0.73963245 0.73960692 0.73960794
 0.73954453 0.7394991  0.73949341 0.7397023  0.73965665 0.73966298
 0.7393444  0.73956909 0.73928831 0.73953194 0.73951074 0.73954973
 0.73946858 0.73967891 0.73977222 0.73963361 0.73973667 0.73939382
 0.73970397 0.73970646 0.73944053 0.7398266  0.73971132 0.73974936
 0.73954835 0.73948428 0.7396286  0.73942273 0.73960814 0.73958764
 0.73954672 0.73968179 0.73959602 0.73940242 0.7397369  0.73965367
 0.73932041 0.73956475 0.73961346 0.73964051 0.7396649  0.73944263
 0.73956136 0.73941142 0.73957067 0.73955056 0.73964526 0.73975093
 0.73960349 0.73962191 0.7395211  0.73975302 0.73940827 0.73933151
 0.73957753 0.73972467 0.73960079 0.73990884 0.73941007 0.73954988
 0.73953369 0.73949518 0.73942938 0.73945006 0.73965837 0.73958693
 0.73982317 0.73957502 0.73948669 0.73983749 0.73951462 0.73935771
 0.7395872  0.73986102 0.73978359 0.73965129 0.73965784 0.7394785
 0.73952148 0.73923516 0.73945432 0.73955532 0.73978278 0.73935733
 0.73962279 0.73953508]","[4.92780739 2.63749627 1.28983714 0.81887425 0.74860792 0.74399684
 0.74490207 0.74397721 0.74365706 0.74449115 0.74398144 0.74370925
 0.7439476  0.74464624 0.74420755 0.74366179 0.74424572 0.74396959
 0.74472141 0.74377771 0.74363653 0.74402678 0.74425927 0.74354299
 0.74423952 0.74336557 0.74341865 0.74437584 0.74518832 0.74401658
 0.74375425 0.74406177 0.74439696 0.74416642 0.74388214 0.74381044
 0.74456208 0.74388029 0.74383015 0.74393739 0.74416026 0.74439887
 0.7441268  0.74391027 0.74476347 0.74409224 0.74480809 0.74410345
 0.74500282 0.74386293 0.74361794 0.74456256 0.74321897 0.74419718
 0.7441859  0.74416574 0.74396697 0.74373916 0.7442037  0.74531981
 0.74512183 0.74396013 0.74392433 0.74451138 0.74350469 0.74477913
 0.74353151 0.74501487 0.74428417 0.74421648 0.74531172 0.74481972
 0.74491781 0.74427594 0.74471884 0.74412082 0.74515138 0.74434276
 0.74382096 0.74365314 0.74423999 0.74387011 0.74436862 0.74394042
 0.74436413 0.74365963 0.74455898 0.74384929 0.74410516 0.74466653
 0.74380122 0.74425838 0.74345933 0.74373025 0.74435677 0.74469179
 0.74370656 0.74514549 0.7451794  0.74388771 0.74394722 0.74420198
 0.74361521 0.74389944 0.74426527 0.7446526  0.74430974 0.7446238
 0.74404617 0.74432766 0.74504708 0.74457822 0.74441931 0.74369352
 0.74387383 0.74381811 0.74376313 0.74374681 0.74513868 0.74443682
 0.74378946 0.7437443  0.74462307 0.74357564 0.74427423 0.74448246
 0.74502747 0.74415047 0.74456323 0.74477294 0.74359815 0.74389388
 0.74446607 0.7448612  0.74454471 0.74350608 0.74418354 0.74451047
 0.74402556 0.74471332 0.74533588 0.74398945 0.74465856 0.7441956
 0.74524498 0.74369022 0.74391056 0.74382466 0.74497193 0.74440148
 0.7444839  0.74396212 0.74436647 0.74468616 0.74394937 0.74384116
 0.74431785 0.74452508 0.74408987 0.74534861 0.74395232 0.74410897
 0.74507849 0.74455768 0.74438512 0.74451976 0.74367579 0.74481697
 0.74379798 0.74524667 0.74465556 0.74400917 0.74433146 0.74389019
 0.74432492 0.74414833 0.74488284 0.74420671 0.74509086 0.74406596
 0.74444994 0.74483822 0.74391836 0.74401384 0.7435539  0.74581686
 0.74380855 0.74377431 0.74450413 0.7438048  0.74409337 0.74402645
 0.74372161 0.74521164 0.74418643 0.74558749 0.74422338 0.74406728
 0.74440605 0.74382929]",[],[]
21,cube_8d_varcomps,0.0,0,1,"[6.44990825 3.89441302 2.26030675 1.56904886 1.42509856 1.41307208
 1.41243586 1.41253637 1.41276333 1.41248376 1.41249479 1.41262483
 1.41211412 1.41191718 1.41228489 1.4121041  1.4125729  1.4127645
 1.41214286 1.41246892 1.41240766 1.41256661 1.41269215 1.4126637
 1.41227375 1.41247959 1.41220262 1.41249183 1.41248414 1.41243754
 1.41265101 1.41236518 1.41242853 1.41256643 1.41260275 1.41264406
 1.41254064 1.41237841 1.41242453 1.412962   1.41248996 1.41275445
 1.41233874 1.41262162 1.41278464 1.41253773 1.41235966 1.41264801
 1.41260642 1.41251068 1.41249634 1.41267738 1.41229183 1.41293646
 1.4123641  1.41248607 1.4122715  1.41267215 1.41247913 1.41265351
 1.41263631 1.41248866 1.41217723 1.41270865 1.41194834 1.41257374
 1.41231079 1.41203692 1.41246795 1.4124567  1.41241356 1.41251168
 1.41266594 1.41236162 1.4124355  1.41234372 1.41214408 1.41282308
 1.41238583 1.41244459 1.41262674 1.41277975 1.41231101 1.41252647
 1.4125448  1.41243733 1.41220944 1.41276696 1.41241581 1.41250651
 1.41258486 1.41259396 1.41256541 1.41216607 1.41223034 1.41263854
 1.4122859  1.4122006  1.41255321 1.41268081 1.41266797 1.41256101
 1.4125992  1.41244065 1.41211304 1.41262196 1.41282554 1.41272661
 1.41237402 1.41241273 1.41242328 1.41258075 1.41239582 1.41258377
 1.41239773 1.41241231 1.41265476 1.41248656 1.41251782 1.41265471
 1.41243084 1.4124555  1.41252177 1.41243406 1.41252279 1.41258949
 1.41225348 1.41245054 1.41247468 1.41268753 1.41270024 1.41232605
 1.41204938 1.4125912  1.41249481 1.41259387 1.41254035 1.41232998
 1.41263739 1.41240003 1.41259801 1.41241418 1.41241243 1.41259609
 1.41268012 1.4127019  1.41261678 1.41243    1.41268059 1.41243632
 1.41244657 1.41264145 1.41248588 1.41259815 1.4127555  1.41246989
 1.41260024 1.41262861 1.41233819 1.41297828 1.41234467 1.41223787
 1.41245401 1.41227524 1.41258884 1.41242548 1.41225991 1.41237634
 1.41232778 1.41294341 1.41230611 1.41229948 1.41269249 1.4125855
 1.41244071 1.41259238 1.41241878 1.41270352 1.41247757 1.41226581
 1.41245467 1.41265285 1.41267303 1.41274119 1.4123066  1.4126369
 1.4127688  1.41240017 1.41261275 1.41214272 1.41227736 1.41262548
 1.41260925 1.41239566 1.41235877 1.41284226 1.41236045 1.41256987
 1.41271297 1.41254433]","[5.03434849 2.90633742 1.77394373 1.44780575 1.40976694 1.40753388
 1.4079094  1.40766418 1.40748319 1.40818946 1.40779267 1.40790038
 1.40872823 1.40863973 1.40778308 1.40815022 1.40875495 1.40803624
 1.4086061  1.40816959 1.40799107 1.40776472 1.40749195 1.40752042
 1.40831685 1.40818678 1.40811707 1.40805555 1.40726396 1.40773971
 1.40815999 1.40854659 1.40859372 1.40793788 1.40813322 1.40854756
 1.40797124 1.40839174 1.4082925  1.40795911 1.40807153 1.40837971
 1.4082311  1.4077038  1.4078269  1.40855956 1.40727169 1.40851787
 1.40838643 1.40822644 1.40795412 1.40777204 1.40778799 1.40762583
 1.40833865 1.40869567 1.40850122 1.40848816 1.40852905 1.40830175
 1.40797826 1.4083493  1.40766886 1.40850952 1.40798178 1.40783722
 1.40815123 1.4076831  1.40749363 1.40829597 1.4081856  1.40807073
 1.40844554 1.40773515 1.40853746 1.40807531 1.40838162 1.40775596
 1.4077567  1.40786483 1.40805509 1.40789583 1.40864903 1.40799839
 1.40775982 1.40794861 1.40864372 1.40799605 1.40799588 1.40789886
 1.40817755 1.40787702 1.40806126 1.40840848 1.40859919 1.40787106
 1.4075319  1.40799221 1.40883563 1.40795121 1.4072681  1.40803798
 1.40760786 1.40830962 1.40754746 1.40818576 1.40830836 1.40823686
 1.40844215 1.40845327 1.40828625 1.4078623  1.40807545 1.40744712
 1.407963   1.40768789 1.40838006 1.40761169 1.40828096 1.40765972
 1.40846485 1.40784139 1.40826267 1.40783014 1.40767663 1.4079167
 1.40875977 1.40815285 1.40868461 1.4089395  1.40805469 1.40772407
 1.40784394 1.40784573 1.40768019 1.40791334 1.40884051 1.40801998
 1.40791581 1.40883921 1.40846273 1.40807717 1.40852367 1.40782381
 1.40897722 1.40781811 1.40795631 1.40758438 1.40809953 1.40817553
 1.40950308 1.40815382 1.40802794 1.40799407 1.40828114 1.40797444
 1.40829455 1.40744963 1.40823469 1.40821018 1.40831263 1.4082877
 1.40781661 1.40856297 1.40839162 1.40784611 1.40771613 1.40789958
 1.40791448 1.40768654 1.40772827 1.40846177 1.40824177 1.40779943
 1.4083316  1.40814504 1.40881732 1.40831137 1.40838639 1.40884212
 1.40754294 1.40842663 1.40862074 1.40796041 1.40832867 1.40878245
 1.40770306 1.40839234 1.40797846 1.40807591 1.40813106 1.40777176
 1.40810715 1.40787346 1.40848785 1.40918376 1.40826566 1.40853969
 1.40849927 1.40768179]",[],[]
29,triangle_20d_varcomps,6.462965407003487,0,1,"[19.21534366 15.862451   14.71874204 14.17123551 14.14899233 14.14892338
 14.14892199 14.14897105 14.1490719  14.14933333 14.14891695 14.14926449
 14.14915566 14.14924545 14.14909898 14.14905292 14.14905715 14.14883631
 14.1491026  14.14952979 14.14897957 14.14902121 14.14874978 14.14927075
 14.14896232 14.14871974 14.14894079 14.14909835 14.14919933 14.14903625
 14.14878127 14.14933446 14.14822423 14.14871886 14.1491103  14.14885726
 14.14937974 14.14914399 14.14880186 14.14854079 14.14898284 14.1490275
 14.14931173 14.14936668 14.1490668  14.14887165 14.14896389 14.14919483
 14.14908909 14.14884769 14.14871142 14.14909134 14.1491431  14.14979668
 14.14867998 14.14908795 14.14878725 14.14925442 14.14952154 14.14886481
 14.14888211 14.14886714 14.1491069  14.14868145 14.14922235 14.14926773
 14.14895393 14.14907225 14.14880647 14.14915602 14.14901033 14.14935271
 14.14915358 14.14919046 14.14906766 14.14923669 14.14884077 14.14901672
 14.14913512 14.14922499 14.14849055 14.14901322 14.14929819 14.14902719
 14.14901022 14.14922148 14.14882174 14.14879316 14.1489121  14.1488258
 14.14927079 14.14944945 14.14864762 14.14903444 14.1495115  14.14894974
 14.14914381 14.14918532 14.14879522 14.14906311]","[16.7948202  15.21378764 14.27112693 14.15462817 14.15439743 14.15433131
 14.15499544 14.15353242 14.15479803 14.15357486 14.15451447 14.15407672
 14.15290876 14.15462351 14.15382234 14.1550552  14.1545444  14.15408208
 14.15449472 14.15463835 14.15387262 14.15380997 14.15467428 14.15397803
 14.15368635 14.15537781 14.15429782 14.15419693 14.15512312 14.15330525
 14.15383055 14.15337266 14.15401154 14.15462852 14.1530243  14.15460157
 14.15407768 14.15501545 14.15370498 14.15390233 14.15459569 14.1549341
 14.15350679 14.15407269 14.15510059 14.15489932 14.15410919 14.15415781
 14.15419243 14.15353511 14.15510633 14.1537187  14.15436511 14.1535532
 14.1549402  14.15440972 14.15368399 14.15475129 14.15357597 14.15348269
 14.15484953 14.15477848 14.15364512 14.15426445 14.15457272 14.15461472
 14.15421382 14.15372734 14.15414227 14.15460316 14.15486626 14.1536159
 14.15481684 14.15489454 14.15463838 14.15450338 14.15484007 14.15375978
 14.15479569 14.1551099  14.15591171 14.15524567 14.15285229 14.1543329
 14.15361429 14.15460901 14.15409936 14.15414229 14.15424515 14.15479311
 14.15477166 14.15292526 14.15499764 14.15385152 14.15318792 14.15380864
 14.15364468 14.15506998 14.15486028 14.1552314 ]",[],[]
30,ball_20d_varcomps,-7.771561172376099e-16,0,1,"[15.69997815  9.14152354  4.31658289  1.89463319  1.21826125  1.13352606
  1.12892076  1.12893906  1.12855505  1.12784042  1.12800946  1.12805043
  1.12824898  1.12822986  1.12778272  1.1278565   1.12762793  1.12801876
  1.12841431  1.12824102  1.12821937  1.12829866  1.12797869  1.12813626
  1.12814804  1.12800201  1.1280647   1.12837459  1.1285526   1.12781843
  1.12785303  1.12817635  1.12779545  1.12791558  1.12797179  1.12827148
  1.12784565  1.12748249  1.12794066  1.12866295  1.12782267  1.12793258
  1.12784211  1.1284484   1.1284573   1.12815329  1.12805067  1.12799934
  1.12848672  1.12802366  1.12784217  1.12797671  1.12782745  1.12845967
  1.12823907  1.12733288  1.12818261  1.12806408  1.12802797  1.12830541
  1.12828604  1.1279122   1.12800019  1.12799247  1.12861694  1.12802069
  1.12780113  1.12797254  1.12795264  1.12824991  1.12795993  1.12793218
  1.12821007  1.12763695  1.12779416  1.12854469  1.12777321  1.12819127
  1.12810156  1.12766594  1.1278419   1.12820062  1.12846967  1.1281232
  1.12788601  1.12809183  1.12789638  1.12851439  1.12818866  1.12845549
  1.12813948  1.12841697  1.12806297  1.12794098  1.12802738  1.12828206
  1.12833039  1.12809747  1.12822726  1.12828699  1.12789908  1.12786009
  1.12813691  1.1277633   1.12790781  1.12835211  1.12833225  1.12805781
  1.1278798   1.12765102  1.12805294  1.12783684  1.12803232  1.12822262
  1.12787878  1.12802435  1.12795779  1.12788294  1.12807383  1.12819743
  1.12806759  1.12815866  1.12802546  1.12755557  1.1285319   1.12784946
  1.12811863  1.12796457  1.12789515  1.1280458   1.12785467  1.12787076
  1.12839657  1.1282536   1.12796966  1.12792468  1.12777013  1.12818376
  1.12798284  1.1279243   1.12782454  1.12809767  1.12823914  1.12850842
  1.1280712   1.12792821  1.12768478  1.12814222  1.12797933  1.12747357
  1.12787887  1.12798452  1.12826376  1.12800003  1.12822143  1.12785192
  1.1282478   1.12852534  1.12757485  1.12784138  1.12800564  1.12821155
  1.12844184  1.12811571  1.12787288  1.12843642  1.12820821  1.12785903
  1.12824687  1.12791765  1.12781196  1.12800699  1.12801073  1.12788713
  1.12789021  1.12791372  1.12835297  1.12832576  1.12806617  1.12822633
  1.12762158  1.12814278  1.12789737  1.1279786   1.12837243  1.12801115
  1.12783192  1.12820162  1.12808299  1.12804865  1.12789379  1.12813036
  1.12815776  1.12792301  1.12811273  1.12829366  1.12797947  1.12778194
  1.12812841  1.12819189]","[12.16697547  6.340399    2.72030829  1.3795317   1.15152839  1.13851975
  1.13773646  1.13701885  1.13577186  1.13774631  1.13622048  1.1357485
  1.13737635  1.13674081  1.13780099  1.13594663  1.13633934  1.13677492
  1.13581875  1.1366275   1.13808444  1.13650905  1.13721617  1.1377643
  1.13621808  1.137713    1.13763512  1.13712643  1.1367546   1.137414
  1.13665489  1.1376074   1.13691214  1.13684468  1.1367072   1.13659504
  1.13671585  1.13860527  1.13704267  1.13586966  1.13717559  1.13510617
  1.13721449  1.13547916  1.13697932  1.13571531  1.136526    1.13766887
  1.13647816  1.13612706  1.13767756  1.13639237  1.13700126  1.13722067
  1.13714673  1.13667175  1.13882597  1.13721787  1.13687773  1.13655079
  1.13684246  1.13629704  1.13688213  1.1374661   1.1363516   1.13641806
  1.13709959  1.1365184   1.13592261  1.13616659  1.13680398  1.13770365
  1.13740016  1.13708879  1.13664298  1.13641149  1.13664851  1.13681123
  1.13514771  1.1361633   1.13575546  1.13623472  1.13599547  1.1373655
  1.13716037  1.13610793  1.13662923  1.13516039  1.13698335  1.13729314
  1.13686695  1.13640596  1.13710434  1.137392    1.13795437  1.13695661
  1.13493399  1.13523939  1.13632315  1.13552555  1.13747612  1.13612357
  1.13603241  1.13643416  1.13803542  1.13670711  1.13782598  1.13659747
  1.13687738  1.13770867  1.13594674  1.13714812  1.13677993  1.13594245
  1.13682523  1.1357376   1.13741199  1.13675298  1.13715504  1.13618584
  1.13774434  1.13621238  1.13569847  1.13766384  1.13629513  1.13768809
  1.13782188  1.13674875  1.13846975  1.13660604  1.13633243  1.13678248
  1.13612043  1.13689443  1.13643152  1.1373736   1.13677261  1.13660795
  1.13599671  1.13603851  1.1354222   1.13678777  1.13664705  1.13594909
  1.13556603  1.13634648  1.13774661  1.13707344  1.13651602  1.13667979
  1.13576708  1.13545798  1.13589859  1.13667539  1.13730011  1.13592374
  1.13769087  1.13594308  1.1375442   1.13810598  1.13534014  1.13563342
  1.1374196   1.13760232  1.13674534  1.13612305  1.13664553  1.13665654
  1.13625871  1.13817016  1.13675089  1.13748152  1.13658072  1.13877005
  1.13719103  1.13675855  1.13667536  1.13470409  1.13770157  1.13563835
  1.13645864  1.13749455  1.13764796  1.13647022  1.13700637  1.13636363
  1.13702555  1.13732522  1.13645232  1.13540293  1.13758428  1.13602827
  1.13791592  1.13798133  1.13739924  1.13665798  1.1359768   1.13700882
  1.13605163  1.13795887]",[],[]
