type,n_components,true_entropy,seed,KNIFE_train_losses,KNIFE_val_losses,REMEDI_train_losses,REMEDI_val_losses,KNIFE_train_losses_std,KNIFE_val_losses_std,REMEDI_train_losses_std,REMEDI_val_losses_std
ball_20d,1,-7.771561172376099e-16,4.5,"[15.68980477  9.12543404  4.33493996  1.9083048   1.22242665  1.13616255
  1.13107154  1.1305801   1.1303108   1.13027448]","[12.17492301  6.33891031  2.73697533  1.38133051  1.14931446  1.13374353
  1.13276884  1.13245876  1.13236128  1.13271505]","[1.12549241 1.12246091 1.11573431 1.07356302 0.95437426 0.80246376
 0.67019103 0.58327792 0.52745428 0.48237926 0.43876916 0.41301049
 0.38680711 0.37565901 0.36412774 0.35615569 0.34647591 0.33727239
 0.33261191 0.32636147 0.3246756  0.31921294 0.30812738 0.31026373
 0.30505897 0.30739337 0.29416566 0.29368595 0.291451   0.28979805
 0.28494339 0.27841611 0.28140646 0.27913491 0.27195618 0.27310508
 0.27152736 0.26791903 0.2620353  0.26361625 0.25678219 0.25956106
 0.26038188 0.25331438 0.25350307 0.25044016 0.24352985 0.24401317
 0.24595692 0.24295502 0.23879408 0.23810243 0.23633717 0.23387093
 0.23199684 0.23233093 0.22353421 0.23095017 0.22543676 0.22742241
 0.22417987 0.22431134 0.22292433 0.21903959 0.22028325 0.21604647
 0.21450045 0.213224   0.2133266  0.21545874 0.21174688 0.20752907
 0.2118044  0.20473699 0.20860184 0.20228045 0.20093807 0.19870337
 0.19845682 0.19904258 0.19760339 0.19745274 0.19563037 0.19296875
 0.19101027 0.19157439 0.19045459 0.18927918 0.1885     0.18837349
 0.18625887 0.18624348 0.18211889 0.18074762 0.17963462 0.17731086
 0.180444   0.17774002 0.17888362 0.17323337]","[1.129564   1.12696507 1.11162478 1.03113501 0.88547507 0.74236056
 0.63547056 0.57435563 0.53003338 0.48820037 0.46230773 0.43713204
 0.41400465 0.41009156 0.40248857 0.40064988 0.39608455 0.39170625
 0.38937275 0.38748155 0.38638884 0.38183819 0.37694773 0.37606773
 0.3785819  0.37569048 0.37350246 0.37667341 0.3774763  0.36668964
 0.37380452 0.3766162  0.36923833 0.3676769  0.37678294 0.36999819
 0.36934391 0.36445723 0.37205367 0.3756351  0.36781995 0.36592151
 0.36423852 0.36530304 0.36561497 0.36602019 0.36529033 0.36939072
 0.36673232 0.37235591 0.36695269 0.36572335 0.35986295 0.36366568
 0.3636687  0.35710787 0.36649391 0.35977428 0.36470888 0.36140859
 0.36685406 0.36689202 0.36871543 0.3665948  0.37020348 0.36534751
 0.3667465  0.3628611  0.37032279 0.37332983 0.36534961 0.3688111
 0.36377793 0.3765711  0.36987107 0.36606277 0.36764889 0.37760937
 0.3763246  0.37341256 0.37854854 0.37698264 0.3666141  0.37549402
 0.38254443 0.37866476 0.37367155 0.37878222 0.38199212 0.38044338
 0.37861847 0.37382266 0.37148022 0.3682714  0.36697292 0.37466547
 0.37472086 0.38390767 0.37758093 0.37862413]","[0.04003492 0.02295614 0.0136162  0.00658922 0.00366413 0.00438532
 0.0042715  0.00438002 0.00449377 0.00426263]","[0.02345326 0.01450627 0.0114472  0.00336171 0.00244542 0.00327381
 0.00337049 0.00292907 0.00313385 0.00303966]","[0.00461528 0.00456055 0.00482996 0.01706196 0.03128036 0.03698378
 0.04745791 0.05133463 0.05247601 0.04981586 0.04639561 0.03990386
 0.01076478 0.00533672 0.00707303 0.00906767 0.00400639 0.0074263
 0.00896264 0.00719532 0.00667239 0.00660171 0.00568527 0.00825216
 0.00636359 0.00991459 0.00501672 0.00755264 0.00961911 0.00612168
 0.00407274 0.00744738 0.00679072 0.01135311 0.00795621 0.00726072
 0.00485674 0.00660496 0.00627618 0.00484798 0.00881149 0.00876425
 0.01038452 0.00643715 0.00573238 0.00735836 0.00919365 0.01032789
 0.00546837 0.01196877 0.00733065 0.00745064 0.00582133 0.00657122
 0.00712426 0.00586327 0.00894158 0.00531606 0.00480045 0.00846518
 0.00995601 0.00952398 0.00711888 0.00630549 0.0087543  0.00819571
 0.00940941 0.01036126 0.00657922 0.00830823 0.01084541 0.00753402
 0.00886851 0.00882905 0.00351241 0.0107752  0.0100308  0.00985711
 0.01130424 0.00933417 0.00758241 0.01460733 0.00963851 0.01109076
 0.00764672 0.01010595 0.00819951 0.0074758  0.01138046 0.01099229
 0.01021146 0.00987172 0.01497798 0.01147699 0.01073302 0.00618681
 0.00965211 0.00629576 0.00857123 0.01082258]","[0.00323992 0.00368992 0.00915487 0.03099645 0.03127326 0.04103607
 0.054565   0.05502279 0.05557948 0.04662684 0.04700907 0.02898256
 0.00778641 0.00736946 0.00964886 0.01121508 0.01193099 0.00920662
 0.01014239 0.00719419 0.01370099 0.00621412 0.00878813 0.00694913
 0.00840179 0.01062098 0.00645609 0.0081847  0.01066678 0.00923068
 0.01048021 0.01333788 0.0096133  0.01013486 0.01203748 0.01163512
 0.01109999 0.01064855 0.01389563 0.01078249 0.01034423 0.00676975
 0.00797515 0.00653999 0.00705047 0.00696215 0.01173641 0.01350003
 0.01164233 0.01049735 0.0112955  0.00924874 0.01280901 0.00976321
 0.01168185 0.01228968 0.00719434 0.01021458 0.01156507 0.01049975
 0.00714266 0.01085126 0.01469287 0.01229912 0.01292787 0.00959824
 0.00990861 0.00920687 0.02072885 0.01673201 0.00933209 0.0060514
 0.00698494 0.01291228 0.0124979  0.00910685 0.00673153 0.01316404
 0.01115858 0.01239201 0.01489913 0.01182655 0.01003762 0.00826778
 0.01022637 0.01584947 0.01286209 0.01222202 0.01321611 0.01600234
 0.00946712 0.01504213 0.00772489 0.01060632 0.01062593 0.01862842
 0.00978465 0.00866096 0.01246299 0.01139447]"
ball_20d_varcomps,1,-7.771561172376099e-16,4.5,"[15.68980477  9.12543404  4.33493996  1.9083048   1.22242665  1.13616255
  1.13107154  1.1305801   1.1303108   1.13027448  1.13033327  1.13011827
  1.13024577  1.13018893  1.13014991  1.13012178  1.13018762  1.13007042
  1.13036545  1.13021086  1.1302574   1.13032767  1.13026537  1.13023228
  1.13027104  1.13027428  1.13011518  1.13034181  1.1301704   1.1301331
  1.13018857  1.13031495  1.13021889  1.13013777  1.13018961  1.13017864
  1.13015461  1.13026779  1.13024913  1.13035482  1.13009575  1.13033969
  1.13030665  1.13021188  1.13031721  1.13027874  1.13028199  1.1301865
  1.1302126   1.13018075  1.13014678  1.13028772  1.1301182   1.13029016
  1.13022769  1.13021026  1.13030671  1.13025543  1.13009752  1.13023214
  1.13021834  1.13020835  1.13025528  1.13017445  1.13037535  1.13021867
  1.13023521  1.13013051  1.13024443  1.13045261  1.1301565   1.13006757
  1.13023026  1.13039844  1.13007253  1.13037061  1.13015851  1.13023512
  1.13018468  1.13020181  1.13012417  1.13026064  1.13037383  1.13008108
  1.13033841  1.13013326  1.13032318  1.13033145  1.13016476  1.13026734
  1.13032281  1.13019751  1.13020954  1.13029332  1.13009295  1.13029317
  1.13026068  1.13025815  1.13030397  1.13030012  1.13015485  1.13026022
  1.13022855  1.13024565  1.13013034  1.13035551  1.1302003   1.13041769
  1.13034608  1.13014419  1.13028517  1.13006209  1.13022496  1.1302897
  1.13011555  1.13013962  1.13028664  1.13012837  1.13017405  1.13028072
  1.1301116   1.13022554  1.1303074   1.13007171  1.13034758  1.13028901
  1.13023723  1.13024553  1.13024593  1.13027518  1.13023097  1.13022495
  1.13027096  1.13034496  1.13030197  1.13018485  1.13028099  1.1302085
  1.13019471  1.13005115  1.13032463  1.13024969  1.13025546  1.13029877
  1.13027827  1.13013115  1.13009756  1.13030649  1.13024702  1.13018463
  1.13019562  1.13016505  1.13033873  1.13023902  1.13034051  1.13021614
  1.13030818  1.13022615  1.130158    1.13016884  1.13021384  1.13022561
  1.13023182  1.13024377  1.13008298  1.13017288  1.13042943  1.13027319
  1.1302035   1.13018496  1.13015335  1.13030726  1.13023736  1.13006436
  1.13026471  1.13025073  1.13031099  1.13014261  1.13029811  1.13033138
  1.13017606  1.13014711  1.13026745  1.13031964  1.13038558  1.13033258
  1.13013855  1.13021511  1.13012585  1.13039265  1.13004349  1.13016853
  1.13018282  1.13024146  1.13014708  1.13028923  1.13029168  1.13013087
  1.13024732  1.13034037]","[12.17492301  6.33891031  2.73697533  1.38133051  1.14931446  1.13374353
  1.13276884  1.13245876  1.13236128  1.13271505  1.13271631  1.13238474
  1.13252611  1.13241214  1.13265411  1.13233831  1.13224819  1.13308756
  1.13239144  1.13235883  1.13227584  1.13218006  1.13263088  1.13282092
  1.1324334   1.13262609  1.13281603  1.13249624  1.13254773  1.13252941
  1.13244435  1.13227709  1.13236218  1.13230822  1.13222156  1.13220866
  1.13232938  1.13259626  1.13250025  1.13256542  1.13267214  1.13207551
  1.13207861  1.13268024  1.13257631  1.13262557  1.13229506  1.13273996
  1.13274337  1.13285555  1.13266729  1.13261462  1.13245054  1.13271849
  1.13281293  1.13225121  1.13254806  1.13254113  1.13239308  1.13258165
  1.13271081  1.13264535  1.13224498  1.1324316   1.13234946  1.13232534
  1.13266049  1.13234848  1.13261097  1.13258282  1.13254573  1.13296996
  1.13290552  1.13250045  1.13318611  1.13258087  1.13273302  1.13213483
  1.13266913  1.13281203  1.13238026  1.13238318  1.13255349  1.13283592
  1.13244154  1.13277762  1.13257582  1.13239044  1.1327493   1.13232191
  1.13195167  1.13258621  1.1319746   1.1321569   1.13267321  1.1320467
  1.13253632  1.13229932  1.13242596  1.13193635  1.13234236  1.13258861
  1.1324332   1.1320306   1.13264463  1.13229681  1.13261066  1.13248026
  1.13232337  1.13274865  1.13220507  1.13269915  1.1324796   1.13238354
  1.1327501   1.13239449  1.13249251  1.13267668  1.13287539  1.13225872
  1.1331244   1.13299664  1.13245209  1.13304042  1.1325097   1.13232294
  1.13264839  1.13219752  1.13262645  1.13251831  1.13255051  1.13287201
  1.13265536  1.13251086  1.13230061  1.13243872  1.13260376  1.13211427
  1.13226614  1.13265561  1.13227021  1.13258399  1.13252062  1.13240926
  1.13237888  1.13250069  1.13285769  1.13236921  1.13273195  1.13248034
  1.13255227  1.13258627  1.13247834  1.13256589  1.13264383  1.13287162
  1.13282442  1.13235938  1.13252643  1.13267497  1.13225146  1.13262121
  1.13251238  1.13290693  1.13241983  1.13279509  1.13207057  1.1328597
  1.13244841  1.13286519  1.13250513  1.13261212  1.13225908  1.13318415
  1.13266514  1.13301411  1.13301695  1.13235439  1.13282157  1.13250729
  1.13288089  1.13281815  1.13253675  1.13262491  1.13232168  1.13238277
  1.13243043  1.13294535  1.13247124  1.13253484  1.13227081  1.1328398
  1.13312719  1.13247584  1.13261587  1.13244158  1.13211746  1.13275894
  1.13204455  1.13256007]",[],[],"[0.04003492 0.02295614 0.0136162  0.00658922 0.00366413 0.00438532
 0.0042715  0.00438002 0.00449377 0.00426263 0.0043619  0.00427258
 0.00429753 0.00445998 0.00451411 0.00432795 0.00443973 0.00444632
 0.00431504 0.00442345 0.004357   0.00433175 0.00433409 0.00445463
 0.00432611 0.00435948 0.00447894 0.00434144 0.00435383 0.00424349
 0.0043867  0.00436877 0.00438705 0.00442582 0.00436563 0.00438359
 0.00426454 0.00442313 0.00437879 0.00428894 0.00430888 0.00423071
 0.00432152 0.00440509 0.00433583 0.00426295 0.00456903 0.00450088
 0.00434179 0.00452905 0.00437638 0.00422874 0.00427637 0.00422014
 0.00434643 0.00453887 0.00430525 0.004432   0.00417168 0.0043558
 0.00432891 0.00433754 0.00429055 0.00427258 0.00426931 0.00437312
 0.00456263 0.00435498 0.00440612 0.00435085 0.0042865  0.00423907
 0.00440425 0.00452607 0.00437669 0.0043989  0.00448404 0.00435683
 0.00435527 0.00429535 0.00442896 0.00436651 0.0043476  0.00424195
 0.00434645 0.00436008 0.00437948 0.00438772 0.00431318 0.00428125
 0.00426528 0.00436095 0.00439171 0.00423625 0.00442575 0.00439599
 0.00439148 0.00439697 0.00425804 0.0043536  0.00435764 0.00441446
 0.0041704  0.00432814 0.00433419 0.00437946 0.00437705 0.00455758
 0.00428281 0.00450984 0.00428009 0.00436086 0.00430738 0.00433924
 0.00436356 0.00436631 0.00436103 0.00430588 0.00437139 0.00426053
 0.00432454 0.00450977 0.00425305 0.00429606 0.00461892 0.00441226
 0.00432053 0.00444416 0.00449987 0.00448375 0.00432969 0.00437989
 0.0044179  0.00430374 0.00458183 0.00433019 0.00445792 0.00447643
 0.00427651 0.00430603 0.00438765 0.00444818 0.00436207 0.00449614
 0.00431715 0.00434955 0.00424623 0.0044667  0.00437966 0.00438698
 0.00442055 0.00429018 0.00429091 0.00434313 0.00428389 0.00439567
 0.00444379 0.00440626 0.00450214 0.00430134 0.0043682  0.00444085
 0.00426703 0.00443184 0.00429019 0.00434294 0.00440416 0.00447669
 0.00435629 0.00442548 0.00437847 0.00443729 0.00449266 0.00441977
 0.00443999 0.00431283 0.00446709 0.00445873 0.00434344 0.0044092
 0.00435635 0.00439928 0.00437036 0.00427699 0.00444432 0.00446235
 0.0043639  0.00444997 0.00450238 0.00427071 0.00427016 0.00426848
 0.00442681 0.00431862 0.00432614 0.00435436 0.00447276 0.00447715
 0.00430272 0.00439467]","[0.02345326 0.01450627 0.0114472  0.00336171 0.00244542 0.00327381
 0.00337049 0.00292907 0.00313385 0.00303966 0.00302695 0.00315184
 0.00301226 0.00291682 0.00304018 0.00272989 0.00286581 0.00272028
 0.00309301 0.0032702  0.00322266 0.00289863 0.00290088 0.00349118
 0.00291063 0.00309805 0.00318889 0.00277909 0.00341053 0.00333529
 0.00320022 0.00318608 0.00304364 0.0033755  0.0030671  0.00285707
 0.00335846 0.00354436 0.00314983 0.00320071 0.0030935  0.00319412
 0.00288286 0.00288667 0.00333562 0.00283538 0.00322859 0.00276747
 0.00287296 0.00295273 0.00296902 0.00286039 0.00285518 0.00304565
 0.0030469  0.00325376 0.00345683 0.00337049 0.00314131 0.002857
 0.00312321 0.00284624 0.00295288 0.00300107 0.00353543 0.00276636
 0.00316781 0.00305912 0.00298654 0.00303516 0.00278464 0.00306834
 0.0033789  0.00325868 0.00300987 0.00284676 0.00333113 0.00308142
 0.002733   0.00317766 0.00266586 0.00313903 0.00293483 0.00293233
 0.00299975 0.00280401 0.00280012 0.00309127 0.00281043 0.0028616
 0.00341316 0.00286164 0.00316622 0.00329783 0.00325527 0.00326848
 0.00263194 0.00314615 0.00276706 0.00268795 0.00336257 0.00295727
 0.00308489 0.00339879 0.00308698 0.00334427 0.00346401 0.00299683
 0.00307415 0.00315417 0.00297536 0.00299412 0.00293639 0.00323072
 0.00290623 0.00293725 0.00303043 0.00299893 0.00330578 0.0031049
 0.00299839 0.00309984 0.0026646  0.00265975 0.00302103 0.00331548
 0.00323507 0.00308726 0.00337436 0.00286762 0.00291885 0.00248178
 0.00296449 0.00295766 0.00350478 0.0030635  0.00276114 0.00314357
 0.00284567 0.00316839 0.00288336 0.00330994 0.00295179 0.0030655
 0.00280955 0.00281833 0.0031387  0.0033005  0.00306314 0.00314155
 0.00251613 0.00327024 0.00281568 0.00296482 0.00274119 0.00323053
 0.00339036 0.00266406 0.00316759 0.00314658 0.00329085 0.00308898
 0.00331373 0.00334196 0.00275229 0.00302118 0.00286841 0.00297712
 0.00289204 0.00329736 0.00330344 0.00318666 0.00266112 0.00358293
 0.00299228 0.00287025 0.00321708 0.0029989  0.00343487 0.00282389
 0.00292897 0.00347614 0.00327388 0.00305426 0.00317451 0.00318828
 0.00312818 0.00307614 0.00302866 0.00278323 0.00324763 0.00293429
 0.00318864 0.00296735 0.00313583 0.00289268 0.00285651 0.00297793
 0.0027481  0.00370242]",[],[]
ball_20d_varcomps,8,-7.771561172376099e-16,4.5,"[15.35954154  6.36079013  2.18371396  1.47444733  1.34330938  1.2780011
  1.23704426  1.20992593  1.19110828  1.17753112  1.16745097  1.15978217
  1.15380144  1.14927275  1.14576998  1.14288224  1.1405247   1.13872563
  1.13703311  1.13594023  1.13478402  1.13416754  1.13339132  1.1328127
  1.13240892  1.13197923  1.13187374  1.1316108   1.13135415  1.13103781
  1.13082793  1.13079031  1.13062876  1.1305576   1.13051869  1.13034742
  1.13047554  1.13046723  1.13036255  1.1304537   1.13016186  1.13010852
  1.13011764  1.12999526  1.13007214  1.12992807  1.13006504  1.12991359
  1.12991058  1.12990428  1.12995217  1.12987078  1.12997586  1.1297638
  1.1298713   1.12985346  1.12995541  1.12986663  1.12979708  1.12989419
  1.12988769  1.12985208  1.12988548  1.12970638  1.12977397  1.12974277
  1.12990629  1.12985284  1.12977977  1.12979058  1.12991024  1.12983218
  1.12983345  1.1298926   1.12986785  1.1299599   1.12984199  1.12972218
  1.12979136  1.12979692  1.12986505  1.12995491  1.12982964  1.12993196
  1.12990713  1.12985798  1.12988258  1.1297329   1.12989538  1.12984591
  1.1297891   1.129825    1.12981944  1.12975819  1.1299155   1.1296934
  1.12981965  1.12983256  1.12979893  1.12971865  1.12990624  1.12978269
  1.12985533  1.12977623  1.12982277  1.1298837   1.12972722  1.12981855
  1.12985068  1.13003025  1.12988437  1.12982993  1.1298129   1.12985095
  1.12971812  1.1297805   1.12972892  1.12972103  1.12981424  1.12976389
  1.12979238  1.12977988  1.1297908   1.12980525  1.12978696  1.12978048
  1.12959356  1.12990082  1.12987631  1.12981988  1.12981844  1.12988264
  1.12987804  1.12989265  1.12983927  1.12984485  1.12967019  1.12986196
  1.12970942  1.12974756  1.12980667  1.12974739  1.12972599  1.12977372
  1.12971734  1.12978742  1.12978483  1.12967087  1.12966108  1.12969434
  1.12973477  1.12952544  1.1295688   1.12953911  1.12970634  1.12958658
  1.1296609   1.1295729   1.12964178  1.12951218  1.12952669  1.12964974
  1.12948122  1.12965098  1.12961047  1.1294462   1.1296108   1.1294677
  1.12970714  1.12948346  1.12955832  1.12963762  1.1293349   1.12947485
  1.12951257  1.12962178  1.12947663  1.12956505  1.12952293  1.12945293
  1.12944806  1.12954607  1.1295684   1.12942631  1.12937521  1.12944295
  1.12951629  1.12951192  1.12943879  1.12944365  1.12953231  1.12955909
  1.12941982  1.12943562  1.12945835  1.12957567  1.12948564  1.12955996
  1.12941795  1.12954927]","[10.68431463  3.28426965  1.61505609  1.39144399  1.30769719  1.25713247
  1.22386806  1.20184387  1.18544051  1.17451086  1.16524045  1.15865617
  1.15357928  1.14921241  1.14652137  1.14405832  1.14214027  1.14022851
  1.13906754  1.13772605  1.13719052  1.13613276  1.13545566  1.13505041
  1.1342891   1.13415277  1.13376465  1.13337512  1.13351707  1.13336632
  1.13301246  1.13313023  1.13299461  1.13327405  1.13314203  1.13291182
  1.13241058  1.13224134  1.13291746  1.13267141  1.13277182  1.13240879
  1.13249602  1.13264162  1.1327856   1.13277222  1.13323723  1.13267861
  1.13284284  1.13292254  1.13280368  1.13266012  1.13254855  1.13260929
  1.1324914   1.13227543  1.13272374  1.13275641  1.13264902  1.13240262
  1.13253333  1.13258074  1.13309771  1.13253513  1.13253864  1.13284762
  1.13224903  1.13278085  1.13289745  1.13247853  1.13285596  1.13225385
  1.13288954  1.13302448  1.13245379  1.13241056  1.13256665  1.13307518
  1.13220965  1.13319873  1.13295252  1.1326635   1.13260802  1.13281341
  1.1323304   1.13231814  1.13246432  1.13312468  1.13288359  1.13283981
  1.13272389  1.13223442  1.13291208  1.13301844  1.13275433  1.13307582
  1.1328349   1.13281244  1.13192331  1.13287156  1.13277751  1.13293505
  1.13239117  1.13260052  1.13273994  1.13246863  1.13310228  1.13274847
  1.13246423  1.13271268  1.13268428  1.13286857  1.13282018  1.13271895
  1.13288616  1.13280453  1.13285971  1.1325622   1.13240792  1.13326416
  1.13283927  1.1327829   1.13244647  1.13274322  1.13246583  1.13238214
  1.13320594  1.13287352  1.13289358  1.13272457  1.13283901  1.13261237
  1.13266081  1.1324404   1.13278287  1.13274626  1.13274138  1.13232916
  1.13265365  1.13271066  1.13232115  1.13260032  1.13317695  1.1327338
  1.13302678  1.13256312  1.13288344  1.13262861  1.13263853  1.13261103
  1.13258594  1.13238224  1.13285027  1.13297908  1.13290188  1.13265188
  1.13267157  1.13281615  1.13286087  1.13257725  1.13260421  1.13266916
  1.13269297  1.13309602  1.13257943  1.13306548  1.13266615  1.13250169
  1.13232992  1.13239093  1.13271006  1.13250109  1.13297164  1.13272785
  1.13246271  1.13296999  1.13255383  1.13251143  1.13224279  1.13306143
  1.13266626  1.13267131  1.13240008  1.13276931  1.13348027  1.13250737
  1.13281111  1.13251016  1.13271813  1.13278317  1.13272243  1.13229203
  1.13264577  1.13293301  1.13284695  1.13273627  1.13249039  1.13238446
  1.13312377  1.13298502]",[],[],"[0.07052236 0.21724565 0.06644447 0.00854649 0.00842937 0.00637658
 0.00508603 0.00480044 0.00441352 0.0044108  0.00430715 0.0044111
 0.00416456 0.00431302 0.00421083 0.00410572 0.00409368 0.00424789
 0.00419927 0.00416388 0.00418833 0.00419807 0.00428511 0.00426704
 0.00435796 0.0043075  0.00435524 0.00435013 0.00425658 0.00435361
 0.00419424 0.00431538 0.00446935 0.00444585 0.00427754 0.00428052
 0.0044343  0.00434639 0.00422174 0.00433729 0.00408608 0.00411147
 0.0038625  0.00388487 0.00389226 0.00384227 0.00384652 0.0037966
 0.00378817 0.00375652 0.00370247 0.00367745 0.00367256 0.00371879
 0.00373607 0.00378113 0.00371903 0.0037031  0.00373704 0.00369828
 0.00358405 0.00368201 0.0037409  0.00367428 0.00369981 0.00370289
 0.00377519 0.0037812  0.00364118 0.00372463 0.0037327  0.00374406
 0.00367814 0.00362211 0.00400278 0.00373217 0.00373083 0.00372568
 0.00371702 0.0035554  0.00370571 0.00367019 0.00373825 0.00369956
 0.00365577 0.00367073 0.00361488 0.00374817 0.00359243 0.0037565
 0.00363267 0.00373666 0.00349111 0.00361717 0.00358506 0.00357208
 0.00382755 0.00355222 0.00368165 0.00344776 0.00353423 0.00349165
 0.00371455 0.00368773 0.00367929 0.00369691 0.0037165  0.00364978
 0.00370412 0.00378127 0.00359557 0.00379621 0.00348336 0.00367949
 0.00364993 0.00364484 0.00369694 0.00366454 0.00357308 0.00363757
 0.00379971 0.00373088 0.00360319 0.0035681  0.00354004 0.00358545
 0.00353127 0.00364977 0.00366239 0.00353009 0.00362454 0.00376962
 0.00377835 0.0037118  0.00348906 0.0036265  0.00373457 0.00371237
 0.00363918 0.00355532 0.00351183 0.00361468 0.00365228 0.00353149
 0.00351956 0.00352775 0.00357054 0.00350899 0.00357203 0.00345773
 0.00340612 0.00358667 0.00345395 0.00357802 0.00342017 0.00345212
 0.00327803 0.00352327 0.00334828 0.00355535 0.00331811 0.00330534
 0.00335419 0.00341197 0.00350075 0.00343308 0.00344344 0.00352539
 0.0033888  0.00344321 0.00348714 0.00346792 0.00335501 0.00347261
 0.00332168 0.00342376 0.00343786 0.0034755  0.00327875 0.00338095
 0.00326726 0.00338608 0.0032435  0.00352001 0.00338076 0.00329524
 0.00333003 0.00338526 0.00340256 0.00350334 0.00336064 0.00329471
 0.0033881  0.00345812 0.00344579 0.00339364 0.00326421 0.00343502
 0.00335596 0.00345562]","[0.36662246 0.12855054 0.02115872 0.00779534 0.0047504  0.00386176
 0.00355413 0.00363468 0.00337735 0.00319048 0.00309694 0.00345184
 0.00293987 0.0032768  0.00310768 0.0029726  0.00295789 0.00336786
 0.00349845 0.00299431 0.00279754 0.00299363 0.00325956 0.00349415
 0.0035553  0.00326824 0.00262812 0.00303171 0.00314128 0.00356421
 0.00329172 0.00300831 0.00260736 0.00325345 0.00309846 0.00335026
 0.00294944 0.00284992 0.00308812 0.00322872 0.00299164 0.00303625
 0.00273219 0.00273682 0.00309869 0.00348524 0.00299648 0.00313752
 0.00380867 0.00246591 0.00302301 0.00288457 0.00307293 0.0030503
 0.00277457 0.00301279 0.00256286 0.00317163 0.00321806 0.00277784
 0.00311856 0.0022251  0.00304477 0.0027772  0.00305807 0.00291055
 0.00269949 0.00248957 0.00282623 0.00311196 0.0030535  0.00303363
 0.00279399 0.00254342 0.00311809 0.0032819  0.00286474 0.00298229
 0.00294337 0.00313831 0.0031439  0.00314749 0.00297502 0.00301854
 0.00317765 0.00353516 0.00243236 0.00266809 0.00268804 0.00322106
 0.00323908 0.00289208 0.00325153 0.00332786 0.00273961 0.00264339
 0.0029245  0.00272658 0.00302812 0.00262995 0.00287991 0.00290012
 0.00297868 0.00319661 0.00333369 0.00296015 0.00315803 0.00321684
 0.002928   0.00287603 0.00261912 0.00335818 0.00291317 0.00264858
 0.00287257 0.00322956 0.00301031 0.00328206 0.00280588 0.00292418
 0.00297461 0.00239803 0.00299311 0.00298592 0.00308832 0.00320034
 0.00304189 0.0028367  0.00317095 0.00342001 0.0030251  0.00280501
 0.0029928  0.00284175 0.00272495 0.00291841 0.00313686 0.00275478
 0.00289037 0.0031554  0.00283357 0.00315614 0.00293389 0.00304039
 0.00305696 0.00303081 0.00314706 0.00263029 0.00255848 0.0028585
 0.00261175 0.00290013 0.00287987 0.00256696 0.00313746 0.00300685
 0.00322253 0.00292682 0.00331285 0.00286915 0.00255214 0.00280457
 0.00337583 0.0028494  0.00278152 0.00305134 0.00260116 0.00274964
 0.0030599  0.00288246 0.0032912  0.00293682 0.00281119 0.00272107
 0.00262708 0.0032975  0.00344077 0.00320317 0.00266349 0.00208385
 0.00305309 0.00292075 0.0026919  0.00311276 0.00255633 0.00308431
 0.00252535 0.0028456  0.00327481 0.00305789 0.00271539 0.00282117
 0.00264697 0.00263183 0.00302422 0.00282013 0.0026829  0.00277507
 0.00300594 0.00304194]",[],[]
